address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"21975 Hwy 59 Robertsdale, AL 36567",30.545668,-87.708504,1,range_interpolation,21975,"State Rte 59",,,Robertsdale,AL,"Baldwin County",36567,US,"TIGER/Line® dataset from the US Census Bureau"
"14695 Hwy 43 Russellville, AL 35653",34.477036,-87.743615,0.6,street_center,,"Andrew Jackson Hwy",,,Russellville,AL,"Franklin County",35653,US,"TIGER/Line® dataset from the US Census Bureau"
"24 Saraland Blvd., N, Saraland, AL 36571",30.822349,-88.069913,1,range_interpolation,24,"Saraland Blvd N",,,Saraland,AL,"Mobile County",36571,US,"TIGER/Line® dataset from the US Census Bureau"
"801 S. Broad St. Scottsboro, AL 35768",34.666042,-86.034668,1,rooftop,801,"S Broad St",,,Scottsboro,AL,"Jackson County",35768,US,Jackson
"520 Highland Ave Selma, AL 36701",32.431408,-87.026716,0.6,street_center,,"Highland Ave",,,Selma,AL,"Dallas County",36701,US,"TIGER/Line® dataset from the US Census Bureau"
"9151 Moffett Road Semmes, AL 36575",30.778169,-88.258287,1,rooftop,9151,"Moffett Rd",,,Semmes,AL,"Mobile County",36575,US,"City of Mobile"
"9917-a Spanish Fort Blvd. Spanish Fort, AL 36527",30.676611,-87.854238,0.9,range_interpolation,9917,"Spanish Fort Blvd",,,Daphne,AL,"Baldwin County",36527,US,"TIGER/Line® dataset from the US Census Bureau"
"2 N. Broadway Ave. Sylacauga, AL 35150",33.167618,-86.250228,0.95,rooftop,2,"N Broadway Dr",,,Sylacauga,AL,"Talladega County",35150,US,Talladega
"410 East Battle St. Talladega, AL 35160",33.435734,-86.096617,0.9,range_interpolation,410,"E Battle St",,,Talladega,AL,"Talladega County",35160,US,"TIGER/Line® dataset from the US Census Bureau"
"10 Gilmer Ave. Tallassee, AL 36078",32.537552,-85.898679,1,rooftop,10,"Gilmer Ave",,,Tallassee,AL,"Elmore County",36078,US,Elmore
"100 Us Hwy 231 Troy, AL 36081",31.840842,-85.993808,0.9,range_interpolation,100,"US Hwy 231",,,Troy,AL,"Pike County",36081,US,"TIGER/Line® dataset from the US Census Bureau"
"315 Main St. Trussville, AL 35173",33.618105,-86.611638,1,rooftop,315,"Main St",,,Trussville,AL,"Jefferson County",35173,US,Jefferson
"1218 University Blvd. Tuscaloosa, AL 35401",33.211135,-87.554057,1,rooftop,1218,"University Blvd",,,Tuscaloosa,AL,"Tuscaloosa County",35401,US,Tuscaloosa
"1901 13th Ave E Tuscaloosa, AL 35404",33.191981,-87.518201,1,rooftop,1901,"13th Ave E",,,Tuscaloosa,AL,"Tuscaloosa County",35404,US,Tuscaloosa
"8700 Hwy 69 South Tuscaloosa, AL 35405",33.130939,-87.547902,0.95,range_interpolation,8700,"State Rte 69",,,Tuscaloosa,AL,"Tuscaloosa County",35405,US,"TIGER/Line® dataset from the US Census Bureau"
"4260 University Blvd East Tuscaloosa, AL 35404",33.197806,-87.479126,1,rooftop,4260,"University Blvd E",,,Tuscaloosa,AL,"Tuscaloosa County",35404,US,Tuscaloosa
"808 Veterans Memorial Drive Tuscaloosa, AL 35404",33.197705,-87.524978,1,rooftop,808,"Veterans Memorial Pkwy",,,Tuscaloosa,AL,"Tuscaloosa County",35404,US,Tuscaloosa
"3302 15th Street Tuscaloosa, AL 35401",33.201107,-87.578808,1,rooftop,3302,"15th St",,,Tuscaloosa,AL,"Tuscaloosa County",35401,US,Tuscaloosa
"4715 Rice Mine Rd. Ne Tuscaloosa, AL 35406",33.26087,-87.514811,1,rooftop,4715,"Rice Mine Rd NE",,,Tuscaloosa,AL,"Tuscaloosa County",35406,US,Tuscaloosa
"202 W. Martin Luther King Hwy. Tuskegee, AL 36083",32.423115,-85.691783,1,range_interpolation,202,"W Martin Luther King Jr Hwy",,,Tuskegee,AL,"Macon County",36083,US,"TIGER/Line® dataset from the US Census Bureau"
"101 Baskin St., North Union Springs, AL 36089",32.143469,-85.719053,1,range_interpolation,101,"Baskin St",,,"Union Springs",AL,"Bullock County",36089,US,"TIGER/Line® dataset from the US Census Bureau"
"2480 Rocky Ridge Road Vestavia, AL 35243",33.422547,-86.772905,1,rooftop,2480,"Rocky Ridge Rd",,,Vestavia,AL,"Jefferson County",35243,US,Jefferson
"4197 Crosshaven Dr. Vestavia Hills, AL 35243",33.454576,-86.730238,1,rooftop,4197,"Crosshaven Dr",,,Vestavia,AL,"Jefferson County",35243,US,Jefferson
"1100 Montgomery Hwy. Vestavia Hills, AL 35216",33.437057,-86.789334,1,rooftop,1100,"Montgomery Hwy",,,"Vestavia Hills",AL,"Jefferson County",35216,US,Jefferson
"434 Hwy 31 Warrior, AL 35180",33.806104,-86.811695,1,rooftop,434,"Highway 31 S",,,Warrior,AL,"Jefferson County",35180,US,Jefferson
"763 Wilson St. Wetumpka, AL 36092",32.527714,-86.205347,1,rooftop,763,"Wilson St",,,Wetumpka,AL,"Elmore County",36092,US,Elmore
"1801 E Parks Hwy Wasilla, AK 99654",61.577776,-149.40408,1,rooftop,1801,"E Parks Hwy",,,Wasilla,AK,"Matanuska-Susitna Borough",99654,US,"Matanuska Susitna Borough"
"3674 E Country Field Cir Ste A Wasilla, AK 99654",61.589257,-149.357772,1,rooftop,3674,"E Country Field Cir",Ste,A,Wasilla,AK,"Matanuska-Susitna Borough",99654,US,"Matanuska Susitna Borough"
"39510 N. Gavilan Peak Pkwy. Anthem, AZ 85086",33.84336,-112.136064,1,rooftop,39510,"N Gavilan Peak Pkwy",,,Anthem,AZ,"Maricopa County",85086,US,Maricopa
"3610 W. Anthem Way Anthem, AZ 85086",33.866174,-112.135939,1,rooftop,3610,"W Anthem Way",,,Anthem,AZ,"Maricopa County",85086,US,Maricopa
"325 W Apache Trail Apache Junction, AZ 85120",33.413842,-111.549481,1,rooftop,325,"W Apache Trl",,,"Apache Junction",AZ,"Pinal County",85120,US,Pinal
"280 N. Avondale Blvd. Avondale, AZ 85323",33.449181,-112.307239,1,rooftop,280,"N Avondale Blvd",,,Avondale,AZ,"Maricopa County",85323,US,Maricopa
"21087 W. Main St., Corner Of Verrado Way Buckeye, AZ 85396",33.495747,-112.512611,1,range_interpolation,21087,"W Main St",,,Buckeye,AZ,"Maricopa County",85396,US,"TIGER/Line® dataset from the US Census Bureau"
"3699 Hwy 95 Bullhead City, AZ 86442",35.052594,-114.589709,1,rooftop,3699,"Highway 95",,,"Bullhead City",AZ,"Mohave County",86442,US,Mohave
"2350 Miracle Mile Bullhead City, AZ 86442",35.103018,-114.59607,1,rooftop,2350,"Miracle Mile",,,"Bullhead City",AZ,"Mohave County",86442,US,Mohave
"522 Finney Flat Suite A Camp Verde, AZ 86322",34.566774,-111.863568,0.9,rooftop,522,"W Finnie Flat Rd",Ste,A,"Camp Verde",AZ,"Yavapai County",86322,US,Yavapai
"5400 E Carefree Hwy/po Box 5482 Carefree, AZ 85377",33.799698,-111.964377,1,rooftop,5400,"E Carefree Hwy",,5482,Carefree,AZ,"Maricopa County",85377,US,Statewide
"1686 E Florence Blvd Casa Grande, AZ 85122",32.880166,-111.714892,1,rooftop,1686,"E Florence Blvd",,,"Casa Grande",AZ,"Pinal County",85122,US,Pinal
"28138 N. Tatum Blvd. Cave Creek, AZ 85331",33.740515,-111.978808,0.95,rooftop,28138,"N Tatum Blvd",,,"Cave Creek",AZ,"Maricopa County",85331,US,Maricopa
"3425 W Frye Rd Chandler, AZ 85226",33.296485,-111.899763,1,rooftop,3425,"W Frye Rd",,,Chandler,AZ,"Maricopa County",85226,US,Maricopa
"3777 S Arizona Ave Chandler, AZ 85248",33.250185,-111.838597,1,rooftop,3777,"S Arizona Ave",,,Chandler,AZ,"Maricopa County",85248,US,Maricopa
"4990 S. Arizona Ave. Chandler, AZ 85248",33.233685,-111.842076,1,rooftop,4990,"S Arizona Ave",,,Chandler,AZ,"Maricopa County",85248,US,Maricopa
"990 E. Warner Rd. Chandler, AZ 85225",33.335783,-111.825072,1,rooftop,990,"E Warner Rd",,,Chandler,AZ,"Maricopa County",85225,US,Maricopa
"5975 W. Chandler Blvd. Chandler, AZ 85226",33.304729,-111.94498,1,rooftop,5975,"W Chandler Blvd",,,Chandler,AZ,"Maricopa County",85226,US,Maricopa
"3990 W. Ray Road Chandler, AZ 85226",33.320598,-111.910348,1,rooftop,3990,"W Ray Rd",,,Chandler,AZ,"Maricopa County",85226,US,Maricopa
"2010 S. Dobson Rd. Chandler, AZ 85286",33.275624,-111.876962,1,rooftop,2010,"S Dobson Rd",,,Chandler,AZ,"Maricopa County",85286,US,Maricopa
"2005 N. Dobson Rd. Chandler, AZ 85224",33.335846,-111.875779,1,rooftop,2005,"N Dobson Rd",,,Chandler,AZ,"Maricopa County",85224,US,Maricopa
"990 E. Pecos Rd. Chandler, AZ 85225",33.292243,-111.825156,1,rooftop,990,"E Pecos Rd",,,Chandler,AZ,"Maricopa County",85225,US,Maricopa
"2995 E. Chandler Heights Rd. Chandler, AZ 85249",33.233075,-111.79012,1,rooftop,2995,"E Chandler Heights Rd",,,Chandler,AZ,"Maricopa County",85249,US,Maricopa
"1015 E. Ray Rd. Chandler, AZ 85225",33.320048,-111.823372,1,rooftop,1015,"E Ray Rd",,,Chandler,AZ,"Maricopa County",85225,US,Maricopa
"180 N. Dobson Rd., Chandler And Dobson Chandler, AZ 85224",33.568669,-112.447766,0.9,street_center,,"180th Ln",,,Waddell,AZ,"Maricopa County",85355,US,"TIGER/Line® dataset from the US Census Bureau"
"1179 South State Route 260 Cottonwood, AZ 86326",34.718784,-112.000778,1,rooftop,1179,"S State Route 260",,,Cottonwood,AZ,"Yavapai County",86326,US,Yavapai
"286 E. 7th Street Douglas, AZ 85607",31.341565,-109.557471,0.87,nearest_rooftop_match,300,"E 7th St",,,Douglas,AZ,"Cochise County",85607,US,Cochise
"1650 S Milton Rd Flagstaff, AZ 86001",35.184148,-111.661212,1,rooftop,1650,"S Milton Rd",,,Flagstaff,AZ,"Coconino County",86001,US,"City of Flagstaff"
"3506 East Route 66 Flagstaff, AZ 86004",35.215604,-111.598193,1,rooftop,3506,"E Route 66",,,Flagstaff,AZ,"Coconino County",86004,US,"City of Flagstaff"
"4744 S. Hwy 95 Fort Mohave, AZ 86426",35.018977,-114.597454,1,rooftop,4744,"S Highway 95",,,"Fort Mohave",AZ,"Mohave County",86426,US,Mohave
"16825 E Shea Blvd Fountain Hills, AZ 85268",33.57397,-111.718028,1,rooftop,16825,"E Shea Blvd",,,"Fountain Hills",AZ,"Maricopa County",85268,US,Maricopa
"16545 East Palisades Blvd Fountain Hills, AZ 85268",33.609077,-111.723706,1,rooftop,16545,"E Palisades Blvd",,,"Fountain Hills",AZ,"Maricopa County",85268,US,Maricopa
"1515 E Warner Rd Gilbert, AZ 85296",33.334041,-111.756976,1,rooftop,1515,"E Warner Rd",,,Gilbert,AZ,"Maricopa County",85296,US,Maricopa
"3931 S Gilbert Rd Gilbert, AZ 85297",33.278876,-111.786545,1,rooftop,3931,"S Gilbert Rd",,,Gilbert,AZ,"Maricopa County",85297,US,Maricopa
"765 S. Lindsay Rd., Corner Of Warner Gilbert, AZ 85296",33.336358,-111.772284,1,rooftop,765,"S Lindsay Rd",,,Gilbert,AZ,"Maricopa County",85296,US,Maricopa
"2371 E. Guadalupe Rd. Gilbert, AZ 85234",33.364287,-111.73954,1,rooftop,2371,"E Guadalupe Rd",,,Gilbert,AZ,"Maricopa County",85234,US,Maricopa
"3170 S. Higley Rd. Gilbert, AZ 85295",33.293015,-111.721858,1,rooftop,3170,"S Higley Rd",,,Gilbert,AZ,"Maricopa County",85295,US,Maricopa
"2428 S Val Vista Dr Gilbert, AZ 85295",33.305962,-111.756148,1,rooftop,2428,"S Val Vista Dr",,,Gilbert,AZ,"Maricopa County",85295,US,Maricopa
"9350 W Northern Ave Glendale, AZ 85305",33.553786,-112.259994,1,rooftop,9350,"W Northern Ave",,,Glendale,AZ,"Maricopa County",85305,US,Maricopa
"18591 N 59th Ave Glendale, AZ 85308",33.65375,-112.185508,1,rooftop,18591,"N 59th Ave",,,Glendale,AZ,"Maricopa County",85308,US,"City of Glendale"
"10404 N 43rd Ave Glendale, AZ 85302",33.580445,-112.153174,1,rooftop,10404,"N 43rd Ave",,,Glendale,AZ,"Maricopa County",85302,US,"City of Glendale"
"7499 W. Bethany Home Rd., Corner Of 75th Glendale, AZ 85303",33.522656,-112.219938,1,rooftop,7499,"W Bethany Home Rd",,,Glendale,AZ,"Maricopa County",85303,US,"City of Glendale"
"5125 W. Olive Ave Glendale, AZ 85302",33.566753,-112.169726,1,rooftop,5125,"W Olive Ave",,,Glendale,AZ,"Maricopa County",85302,US,"City of Glendale"
"100 North Broad St. Globe, AZ 85501",33.395997,-110.787344,1,rooftop,100,"N Broad St",,,Globe,AZ,"Gila County",85501,US,Gila
"1515 N Litchfield Rd Goodyear, AZ 85395",33.463009,-112.355729,1,rooftop,1515,"N Litchfield Rd",,,Goodyear,AZ,"Maricopa County",85395,US,Maricopa
"995 S Cotton Ln Goodyear, AZ 85338",33.437085,-112.421801,1,rooftop,995,"S Cotton Ln",,,Goodyear,AZ,"Maricopa County",85338,US,Maricopa
"2840 N. Dysart Rd., Corner Of Thomas Goodyear, AZ 85395",33.478126,-112.34166,1,rooftop,2840,"N Dysart Rd",,,Goodyear,AZ,"Maricopa County",85395,US,Maricopa
"240 W Continental Rd Green Valley, AZ 85622",31.853426,-110.995673,1,rooftop,240,"W Continental Rd",,,"Green Valley",AZ,"Pima County",85622,US,Pima
"3501 Stockton Hill Rd. Kingman, AZ 86409",35.225259,-114.037003,1,rooftop,3501,"Stockton Hill Rd",,,Kingman,AZ,"Mohave County",86409,US,Statewide
"75 N. Lake Havasu Ave. Lake Havasu City, AZ 86403",34.475567,-114.346385,1,rooftop,75,"N Lake Havasu Ave",,,"Lake Havasu City",AZ,"Mohave County",86403,US,Statewide
"5050 W. Baseline Rd. Laveen, AZ 85339",33.378195,-112.167539,1,rooftop,5050,"W Baseline Rd",,,Laveen,AZ,"Maricopa County",85339,US,Maricopa
"4890 N. Litchfield Rd. Litchfield Park, AZ 85340",33.507499,-112.358629,0.95,rooftop,4890,"N Litchfield Rd",,,"Litchfield Park",AZ,"Maricopa County",85340,US,Maricopa
"44274 West-smith Enke Rd. Maricopa, AZ 85138",33.073018,-112.04279,1,rooftop,44274,"W Smith-Enke Rd",,,Maricopa,AZ,"Pinal County",85138,US,Pinal
"305 E. Brown Rd. Mesa, AZ 85201",33.43449,-111.824659,1,rooftop,305,"E Brown Rd",,,Mesa,AZ,"Maricopa County",85201,US,"City of Mesa"
"1525 S Power Rd Mesa, AZ 85206",33.388809,-111.68307,1,rooftop,1525,"S Power Rd",,,Mesa,AZ,"Maricopa County",85206,US,"City of Mesa"
"5110 S Power Rd Mesa, AZ 85212",33.322872,-111.689525,1,rooftop,5110,"S Power Rd",,,Mesa,AZ,"Maricopa County",85212,US,"City of Gilbert"
"1212 S. Greenfield Rd. Mesa, AZ 85206",33.393086,-111.736964,1,rooftop,1212,"S Greenfield Rd",,,Mesa,AZ,"Maricopa County",85206,US,"City of Mesa"
"6015 E. Brown Road Mesa, AZ 85205",33.437018,-111.700907,1,rooftop,6015,"E Brown Rd",,,Mesa,AZ,"Maricopa County",85205,US,"City of Mesa"
"1135 S Gilbert Rd Mesa, AZ 85204",33.394361,-111.786076,1,rooftop,1135,"S Gilbert Rd",,,Mesa,AZ,"Maricopa County",85204,US,"City of Mesa"
"2809 S. Sossaman Rd. Mesa, AZ 85212",33.36414,-111.670294,1,rooftop,2809,"S Sossaman Rd",,,Mesa,AZ,"Maricopa County",85212,US,"City of Mesa"
"7547 E. Southern Ave. Mesa, AZ 85209",33.393111,-111.668602,1,rooftop,7547,"E Southern Ave",,,Mesa,AZ,"Maricopa County",85209,US,"City of Mesa"
"9152 E. Brown Rd. Mesa, AZ 85207",33.43712,-111.633876,1,rooftop,9152,"E Brown Rd",,,Mesa,AZ,"Maricopa County",85207,US,"City of Mesa"
"1137 S. Dobson Rd #10, Dobson/ Southern Mesa, AZ 85202",33.393729,-111.873286,0.95,rooftop,1137,"S Dobson Rd",#,10,Mesa,AZ,"Maricopa County",85202,US,"City of Mesa"
"9230 E. Broadway Rd. Mesa, AZ 85208",33.40844,-111.632072,1,rooftop,9230,"E Broadway Rd",,,Mesa,AZ,"Maricopa County",85208,US,Maricopa
"1230 S Longmore Ave Mesa, AZ 85202",33.391684,-111.864,1,rooftop,1230,"S Longmore",,,Mesa,AZ,"Maricopa County",85202,US,"City of Mesa"
"360 N. Val Vista Dr. Mesa, AZ 85213",33.422084,-111.754009,1,rooftop,360,"N Val Vista Dr",,,Mesa,AZ,"Maricopa County",85213,US,"City of Mesa"
"5954 E. Mcdowell Rd. Mesa, AZ 85215",33.466673,-111.702284,1,rooftop,5954,"E McDowell Rd",,,Mesa,AZ,"Maricopa County",85215,US,"City of Mesa"
"2807 N. Power Rd. Mesa, AZ 85215",33.466825,-111.683491,1,rooftop,2807,"N Power Rd",,,Mesa,AZ,"Maricopa County",85215,US,"City of Mesa"
"1151 E. Mckellips Rd. Mesa, AZ 85203",33.450852,-111.805559,1,rooftop,1151,"E McKellips Rd",,,Mesa,AZ,"Maricopa County",85203,US,"City of Mesa"
"9950 E. Guadalupe Rd. Mesa, AZ 85212",33.364841,-111.619736,1,rooftop,9950,"E Guadalupe Rd",,,Mesa,AZ,"Maricopa County",85212,US,"City of Mesa"
"2151 N Power Rd Mesa, AZ 85215",33.454435,-111.683578,1,rooftop,2151,"N Power Rd",,,Mesa,AZ,"Maricopa County",85215,US,"City of Mesa"
"10650 North Oracle Rd Oro Valley, AZ 85737",32.399008,-110.955271,1,rooftop,10650,"N Oracle Rd",,,Tucson,AZ,"Pima County",85737,US,Pima
"10555 N Oracle Rd Oro Valley, AZ 85737",32.39896,-110.959854,1,rooftop,10555,"N Oracle Rd",,,Tucson,AZ,"Pima County",85737,US,Pima
"131 W. Riverside Dr. Parker, AZ 85344",34.154499,-114.281013,0.63,nearest_rooftop_match,200,"Riverside Dr",,,Parker,AZ,"La Paz County",85344,US,Statewide
"8055 W Bell Rd Peoria, AZ 85382",33.636648,-112.228076,1,rooftop,8055,"W Bell Rd",,,Peoria,AZ,"Maricopa County",85382,US,Maricopa
"24890 N Lake Pleasant Pkwy Peoria, AZ 85383",33.709523,-112.275146,1,rooftop,24890,"N Lake Pleasant Pkwy",,,Peoria,AZ,"Maricopa County",85383,US,Maricopa
"10727 W. Olive Ave. Peoria, AZ 85345",33.565203,-112.290449,1,rooftop,10727,"W Olive Ave",,,Peoria,AZ,"Maricopa County",85345,US,Maricopa
"9069 W. Lake Pleasant Pkwy. Peoria, AZ 85382",33.673822,-112.254446,1,rooftop,9069,"W Lake Pleasant Pkwy",,,Peoria,AZ,"Maricopa County",85382,US,Maricopa
"8332 W Thunderbird Rd Peoria, AZ 85381",33.610514,-112.23818,1,rooftop,8332,"W Thunderbird Rd",,,Peoria,AZ,"Maricopa County",85381,US,Maricopa
"7530 W. Cactus Rd. Peoria, AZ 85381",33.596334,-112.220973,1,rooftop,7530,"W Cactus Rd",,,Peoria,AZ,"Maricopa County",85381,US,Maricopa
"24865 N. Lake Pleasant Parkway Peoria, AZ 85383",33.709373,-112.272437,0.95,range_interpolation,24865,"N Lake Pleasant Rd",,,Peoria,AZ,"Maricopa County",85382,US,"TIGER/Line® dataset from the US Census Bureau"
"9856 W. Peoria Ave. Peoria, AZ 85345",33.580778,-112.271914,1,rooftop,9856,"W Peoria Ave",,,Peoria,AZ,"Maricopa County",85345,US,Maricopa
"9172 W Union Hills Dr Peoria, AZ 85382",33.653275,-112.255577,1,rooftop,9172,"W Union Hills Dr",,,Peoria,AZ,"Maricopa County",85382,US,Maricopa
"4275 W. Thomas Rd. Phoenix, AZ 85019",33.479722,-112.151227,1,rooftop,4275,"W Thomas Rd",,,Phoenix,AZ,"Maricopa County",85019,US,Maricopa
"2406 East Thomas Rd., 24th Street And Thomas Phoenix, AZ 85016",33.480981,-112.029721,1,rooftop,2406,"E Thomas Rd",,,Phoenix,AZ,"Maricopa County",85016,US,Maricopa
"1525 North Central Avenue Phoenix, AZ 85004",33.465351,-112.073143,1,rooftop,1525,"N Central Ave",,,Phoenix,AZ,"Maricopa County",85004,US,Maricopa
"5450 West Happy Valley Road Phoenix, AZ 85053",33.712747,-112.113671,0.56,street_center,,"W Happy Valley Rd",,,Phoenix,AZ,"Maricopa County",85027,US,"TIGER/Line® dataset from the US Census Bureau"
"21001 N Tatum Blvd  Ste 82 Phoenix, AZ 85050",33.676493,-111.973393,1,rooftop,21001,"N Tatum Blvd",Ste,82,Phoenix,AZ,"Maricopa County",85050,US,Maricopa
"4040 N. 19th Ave. Phoenix, AZ 85015",33.494332,-112.100415,1,rooftop,4040,"N 19th Ave",,,Phoenix,AZ,"Maricopa County",85015,US,Maricopa
"4657 E Chandler Blvd Phoenix, AZ 85048",33.304681,-111.980889,1,rooftop,4657,"E Chandler Blvd",,,Phoenix,AZ,"Maricopa County",85048,US,Maricopa
"4323 East Bell Road Phoenix, AZ 85032",33.640057,-111.987361,1,rooftop,4323,"E Bell Rd",,,Phoenix,AZ,"Maricopa County",85032,US,Maricopa
"4515 E Thomas Rd Phoenix, AZ 85018",33.477791,-111.984618,1,rooftop,4515,"E Thomas Rd",,,Phoenix,AZ,"Maricopa County",85018,US,Maricopa
"3440 West Glendale Ave Phoenix, AZ 85051",33.538814,-112.133894,1,rooftop,3440,"W Glendale Ave",,,Phoenix,AZ,"Maricopa County",85051,US,Maricopa
"6650 W. Lower Buckeye Rd. Phoenix, AZ 85043",33.423428,-112.203294,1,rooftop,6650,"W Lower Buckeye Rd",,,Phoenix,AZ,"Maricopa County",85043,US,Maricopa
"5835 W. Indian School Rd. Phoenix, AZ 85031",33.494619,-112.185801,1,rooftop,5835,"W Indian School Rd",,,Phoenix,AZ,"Maricopa County",85031,US,Maricopa
"5715 N 19th Ave Phoenix, AZ 85015",33.520932,-112.098113,1,rooftop,5715,"N 19th Ave",,,Phoenix,AZ,"Maricopa County",85015,US,Maricopa
"3502 West Camelback Rd Phoenix, AZ 85019",33.509941,-112.134862,1,rooftop,3502,"W Camelback Rd",,,Phoenix,AZ,"Maricopa County",85019,US,Maricopa
"12409 N. Tatum Blvd. Phoenix, AZ 85032",33.598771,-111.979012,0.95,rooftop,12409,"N Tatum Blvd",,,Phoenix,AZ,"Maricopa County",85032,US,Maricopa
"2140 E Baseline Rd Phoenix, AZ 85042",33.378847,-112.034316,1,rooftop,2140,"E Baseline Rd",,,Phoenix,AZ,"Maricopa County",85042,US,Maricopa
"4742 E. Indian School Phoenix, AZ 85018",33.495749,-111.978486,1,rooftop,4742,"E Indian School Rd",,,Phoenix,AZ,"Maricopa County",85018,US,Maricopa
"10707 W. Camelback Rd. Phoenix, AZ 85037",33.507638,-112.290765,1,rooftop,10707,"W Camelback Rd",,,Phoenix,AZ,"Maricopa County",85037,US,Maricopa
"1615 E. Baseline Rd. Phoenix, AZ 85042",33.377893,-112.047092,0.9,range_interpolation,1615,"E Baseline Rd",,,Phoenix,AZ,"Maricopa County",85042,US,"TIGER/Line® dataset from the US Census Bureau"
"28635 N. North Valley Parkway Phoenix, AZ 85085",33.741662,-112.106758,1,rooftop,28635,"N North Valley Pkwy",,,Phoenix,AZ,"Maricopa County",85085,US,Maricopa
"6021 S Central Ave Phoenix, AZ 85042",33.391258,-112.07257,1,rooftop,6021,"S Central Ave",,,Phoenix,AZ,"Maricopa County",85042,US,Maricopa
"3210 E. Union Hills Dr., Corner Of 32nd Street Phoenix, AZ 85050",33.655682,-112.012897,1,rooftop,3210,"E Union Hills Dr",,,Phoenix,AZ,"Maricopa County",85050,US,Maricopa
"3975 E. Thunderbird Rd. Phoenix, AZ 85032",33.611399,-111.996482,1,rooftop,3975,"E Thunderbird Rd",,,Phoenix,AZ,"Maricopa County",85032,US,Maricopa
"7550 South 19th Ave. Phoenix, AZ 85041",33.378449,-112.099738,1,rooftop,7550,"S 19th Ave",,,Phoenix,AZ,"Maricopa County",85041,US,Maricopa
"7409 W Virginia Ave Phoenix, AZ 85035",33.475812,-112.218585,1,rooftop,7409,"W Virginia Ave",,,Phoenix,AZ,"Maricopa County",85035,US,Maricopa
"18460 N. 7th St. Phoenix, AZ 85022",33.654367,-112.066067,1,rooftop,18460,"N 7th St",,,Phoenix,AZ,"Maricopa County",85022,US,Maricopa
"711 E. Indian School Rd. Phoenix, AZ 85014",33.494252,-112.064589,1,rooftop,711,"E Indian School Rd",,,Phoenix,AZ,"Maricopa County",85014,US,Maricopa
